turn,pct_explored,pct_nodes_explored,pct_links_explored,node_novelty_score,link_novelty_score
0,,1.0309278350515463,0.8403361344537815,1.0,1.0
1,,2.0618556701030926,1.680672268907563,1.0,1.0
2,,3.0927835051546393,2.5210084033613445,1.0,1.0
3,,4.123711340206185,3.361344537815126,1.0,1.0
4,,5.154639175257731,4.201680672268908,1.0,1.0
5,,6.185567010309279,5.042016806722689,1.0,1.0
6,,6.185567010309279,5.88235294117647,0.0,1.0
7,,6.185567010309279,5.88235294117647,0.0,0.0
8,,7.216494845360824,6.722689075630252,1.0,1.0
9,,7.216494845360824,7.563025210084033,0.0,1.0
10,,7.216494845360824,7.563025210084033,0.0,0.0
11,,8.24742268041237,8.403361344537815,1.0,1.0
12,,9.278350515463918,9.243697478991598,1.0,1.0
13,,10.309278350515463,10.084033613445378,1.0,1.0
14,,11.34020618556701,10.92436974789916,1.0,1.0
15,,12.371134020618557,11.76470588235294,1.0,1.0
16,,13.402061855670103,12.605042016806722,1.0,1.0
17,,14.432989690721648,13.445378151260504,1.0,1.0
18,,15.463917525773196,14.285714285714285,1.0,1.0
19,,16.49484536082474,15.126050420168067,1.0,1.0
20,,17.525773195876287,15.966386554621847,1.0,1.0
21,,18.556701030927837,16.80672268907563,1.0,1.0
22,,19.587628865979383,17.647058823529413,1.0,1.0
23,,20.618556701030926,18.487394957983195,1.0,1.0
24,,21.649484536082475,19.327731092436977,1.0,1.0
25,,21.649484536082475,19.327731092436977,0.0,0.0
26,,22.68041237113402,20.168067226890756,1.0,1.0
27,,23.711340206185564,21.008403361344538,1.0,1.0
28,,24.742268041237114,21.84873949579832,1.0,1.0
29,,25.773195876288657,22.689075630252102,1.0,1.0
30,,26.804123711340207,23.52941176470588,1.0,1.0
31,,27.835051546391753,24.369747899159663,1.0,1.0
32,,27.835051546391753,25.210084033613445,0.0,1.0
33,,27.835051546391753,25.210084033613445,0.0,0.0
34,,27.835051546391753,25.210084033613445,0.0,0.0
35,,27.835051546391753,25.210084033613445,0.0,0.0
36,,27.835051546391753,25.210084033613445,0.0,0.0
37,,28.865979381443296,26.05042016806723,1.0,1.0
38,,29.896907216494846,26.89075630252101,1.0,1.0
39,,30.927835051546392,27.73109243697479,1.0,1.0
40,,31.958762886597935,28.57142857142857,1.0,1.0
41,,31.958762886597935,28.57142857142857,0.0,0.0
42,,32.98969072164948,29.411764705882355,1.0,1.0
43,,32.98969072164948,29.411764705882355,0.0,0.0
44,,32.98969072164948,29.411764705882355,0.0,0.0
45,,32.98969072164948,29.411764705882355,0.0,0.0
46,,34.02061855670103,30.252100840336134,1.0,1.0
47,,35.051546391752574,31.092436974789916,1.0,1.0
48,,35.051546391752574,31.092436974789916,0.0,0.0
49,,35.051546391752574,31.932773109243694,0.0,1.0
50,,35.051546391752574,31.932773109243694,0.0,0.0
51,,35.051546391752574,31.932773109243694,0.0,0.0
52,,36.08247422680412,32.773109243697476,1.0,1.0
53,,36.08247422680412,32.773109243697476,0.0,0.0
54,,36.08247422680412,32.773109243697476,0.0,0.0
55,,36.08247422680412,32.773109243697476,0.0,0.0
56,,36.08247422680412,32.773109243697476,0.0,0.0
57,,36.08247422680412,32.773109243697476,0.0,0.0
58,,37.11340206185567,33.61344537815126,1.0,1.0
59,,37.11340206185567,33.61344537815126,0.0,0.0
60,,37.11340206185567,33.61344537815126,0.0,0.0
61,,38.144329896907216,33.61344537815126,1.0,0.0
62,,38.144329896907216,33.61344537815126,0.0,0.0
63,,38.144329896907216,33.61344537815126,0.0,0.0
64,,38.144329896907216,33.61344537815126,0.0,0.0
65,,38.144329896907216,33.61344537815126,0.0,0.0
66,,38.144329896907216,33.61344537815126,0.0,0.0
67,,38.144329896907216,33.61344537815126,0.0,0.0
68,,38.144329896907216,33.61344537815126,0.0,0.0
69,,38.144329896907216,33.61344537815126,0.0,0.0
70,,38.144329896907216,33.61344537815126,0.0,0.0
71,,38.144329896907216,33.61344537815126,0.0,0.0
72,,38.144329896907216,33.61344537815126,0.0,0.0
73,,38.144329896907216,33.61344537815126,0.0,0.0
74,,38.144329896907216,33.61344537815126,0.0,0.0
75,,38.144329896907216,33.61344537815126,0.0,0.0
76,,38.144329896907216,33.61344537815126,0.0,0.0
77,,38.144329896907216,33.61344537815126,0.0,0.0
78,,38.144329896907216,33.61344537815126,0.0,0.0
79,,38.144329896907216,33.61344537815126,0.0,0.0
80,,38.144329896907216,33.61344537815126,0.0,0.0
81,,38.144329896907216,33.61344537815126,0.0,0.0
82,,38.144329896907216,33.61344537815126,0.0,0.0
83,,38.144329896907216,33.61344537815126,0.0,0.0
84,,38.144329896907216,33.61344537815126,0.0,0.0
85,,38.144329896907216,33.61344537815126,0.0,0.0
86,,38.144329896907216,33.61344537815126,0.0,0.0
87,,38.144329896907216,33.61344537815126,0.0,0.0
88,,38.144329896907216,33.61344537815126,0.0,0.0
89,,38.144329896907216,33.61344537815126,0.0,0.0
90,,38.144329896907216,33.61344537815126,0.0,0.0
91,,38.144329896907216,33.61344537815126,0.0,0.0
92,,38.144329896907216,33.61344537815126,0.0,0.0
93,,38.144329896907216,33.61344537815126,0.0,0.0
94,,38.144329896907216,33.61344537815126,0.0,0.0
95,,38.144329896907216,33.61344537815126,0.0,0.0
96,,38.144329896907216,33.61344537815126,0.0,0.0
97,,38.144329896907216,33.61344537815126,0.0,0.0
98,,38.144329896907216,33.61344537815126,0.0,0.0
99,,38.144329896907216,33.61344537815126,0.0,0.0
